,Zeitstempel,Wert
905,202001101015.0,9.325000000000001
906,202001101030.0,9.350000000000001
907,202001101045.0,9.375
908,202001101100.0,9.4
909,202001101115.0,9.425
910,202001101130.0,9.45
911,202001101145.0,9.475
912,202001101200.0,9.5
913,202001101215.0,9.375
914,202001101230.0,9.25
915,202001101245.0,9.125
916,202001101300.0,9.0
917,202001101315.0,8.9
918,202001101330.0,8.8
919,202001101345.0,8.7
920,202001101400.0,8.6
921,202001101415.0,8.525
922,202001101430.0,8.45
923,202001101445.0,8.375
924,202001101500.0,8.3
925,202001101515.0,7.8500000000000005
926,202001101530.0,7.4
927,202001101545.0,6.95
928,202001101600.0,6.5
929,202001101615.0,6.375
930,202001101630.0,6.25
931,202001101645.0,6.125
932,202001101700.0,6.0
933,202001101715.0,5.875
934,202001101730.0,5.75
935,202001101745.0,5.625
936,202001101800.0,5.5
937,202001101815.0,5.425
938,202001101830.0,5.35
939,202001101845.0,5.275
940,202001101900.0,5.2
941,202001101915.0,5.075
942,202001101930.0,4.95
943,202001101945.0,4.825
944,202001102000.0,4.7
945,202001102015.0,4.625
946,202001102030.0,4.550000000000001
947,202001102045.0,4.4750000000000005
948,202001102100.0,4.4
949,202001102115.0,4.375
950,202001102130.0,4.35
951,202001102145.0,4.325
952,202001102200.0,4.3
953,202001102215.0,4.325
954,202001102230.0,4.35
955,202001102245.0,4.375
956,202001102300.0,4.4
957,202001102315.0,4.3500000000000005
958,202001102330.0,4.300000000000001
959,202001102345.0,4.25
960,202001110000.0,4.2
961,202001110015.0,3.975
962,202001110030.0,3.75
963,202001110045.0,3.525
964,202001110100.0,3.3
965,202001110115.0,3.0749999999999997
966,202001110130.0,2.8499999999999996
967,202001110145.0,2.625
968,202001110200.0,2.4
969,202001110215.0,2.35
970,202001110230.0,2.3
971,202001110245.0,2.25
972,202001110300.0,2.2
973,202001110315.0,2.075
974,202001110330.0,1.9500000000000002
975,202001110345.0,1.825
976,202001110400.0,1.7
977,202001110415.0,1.725
978,202001110430.0,1.75
979,202001110445.0,1.775
980,202001110500.0,1.8
981,202001110515.0,1.725
982,202001110530.0,1.65
983,202001110545.0,1.575
984,202001110600.0,1.5
985,202001110615.0,1.5
986,202001110630.0,1.5
987,202001110645.0,1.5
988,202001110700.0,1.5
989,202001110715.0,1.6
990,202001110730.0,1.7
991,202001110745.0,1.7999999999999998
992,202001110800.0,1.9
993,202001110815.0,2.1
994,202001110830.0,2.3
995,202001110845.0,2.5
996,202001110900.0,2.7
997,202001110915.0,3.1
998,202001110930.0,3.5
999,202001110945.0,3.9
1000,202001111000.0,4.3
1001,202001111015.0,4.575
1002,202001111030.0,4.85
1003,202001111045.0,5.125
1004,202001111100.0,5.4
1005,202001111115.0,5.550000000000001
1006,202001111130.0,5.7
1007,202001111145.0,5.85
1008,202001111200.0,6.0
1009,202001111215.0,6.1
1010,202001111230.0,6.2
1011,202001111245.0,6.300000000000001
1012,202001111300.0,6.4
1013,202001111315.0,6.3500000000000005
1014,202001111330.0,6.300000000000001
1015,202001111345.0,6.25
1016,202001111400.0,6.2
